company,description,country,city,found_date,size_min,size_max
IT Pillars,"IT Pillars provides technology solutions and professional services to many businesses in Gulf and we have back office in Egypt. We strive to be a total technology solutions provider for all of our clients, large and small. IT Pillars started as a software development company, and grew to include information technology services such as integration services, service desk consultancy, network capabilities.

Our success is driven by our high customer retention rate. Maintaining such a high ... See More",Egypt,Cairo,,,
Khatib & Alami,,Egypt,Cairo,,,
SAMI Navantia,,Egypt,Cairo,,,
"Goldbelt, Inc",,Saudi Arabia,Riyadh,,,
Numrah,"A mobile development company that is specialized in developing Innovative and intuitive mobile & messaging solutions.

Our mission is to create great software products in innovating and unique way

We believe in saying no to thousands of projects so that we can really focus on the few that are truly important and meaningful to us.

Numrah is proud to be behind more than 100M monthly chatting sessions across its mobile applications ",Saudi Arabia,Qatif,,,
Nature's Rule Egypt LLC,"Natures Rule, a leader in sports nutrition product manufacturing that deals primarily in the development and private labeling of dietary supplements/sports nutrition. ",Saudi Arabia,,,,
Statements for Consulting,"* Our track record started in 2009 by completely managing the accounting, financial, auditing, and legal services for many clients in many sectors.

* Statements was founded on its six values: Integrity, Continuous Development, Openness, Partnership, Simplicity, and Value-adding.

We built relationships with the clients on confidence, commitment, flexibility, and loyalty. Also, it still follows this approach to reach potential clients.

Statements management team is represented by a gr ... See More",Egypt,Cairo,,,
Ultimate Solutions Egypt,"Ultimate Solutions:
is a specialized corporation in the production, development and marketing ERP solutions for the global market.

Vision:
To be the businessmen absolute trust and users culture of professional distinction.

Absolute Trust:
Ultimate Solution Corporation was expanded due to the clients trust for meeting their needs professionally so that its solutions achieve strong administrative and organizational work for the organization. It also gives businessmen confidence in thei ... See More",Egypt,Cairo,2009-01-01,,
Kick Start Interactive,Kick Start Interactive is a technology consulting firm that crafts solutions based on user and human-centered paradigms. We identify new ways to use existing technology and innovate bridges to old and simple technology to add value to information and create fresh information consumption and distribution models. ,Egypt,,1993-01-01,,
INNOVA SOFT,Integration of software solution (monetic solution and ERP) ,Egypt,Cairo,2014-01-01,,
Riyadh Air,,Tunisia,Ariana,2004-01-01,,
Virtuoso Group,,Saudi Arabia,Riyadh,,,
Algorium,,United Arab Emirates,Dubai,,,
Dana Rayhaan,,United Arab Emirates,Dubai,,,
Khalid Ali Alturki & Sons Company (Alturki Holding),,Saudi Arabia,Dammam,,,
Johnson & Johnson,,Saudi Arabia,Riyadh,,,
Ryanair,,Saudi Arabia,Jeddah,,,
TIS,,United Arab Emirates,Dubai,,,
WSP,,Saudi Arabia,Riyadh,,,
NPCC,,United Arab Emirates,Abu Dhabi,,,
ALSTOM Transmission & Distribution,,United Arab Emirates,Dubai,,,
"DigiFlight, Inc.",,Saudi Arabia,Riyadh,,,
Go-live Solutions,"Golive Solutions is a full solution provider for ERPNext, Vtiger CRM, Microsoft Power BI.
Through the finest quality of custom-made IT solutions for all sectors.

Brief
We was formed in 2014 to be the leader in delivering real value to businesses using six forces working together: Clear Values, Sharp Focus, Qualified Top Management, Quality International Software Solutions, Professional Staff and Long-term, Strong Financial Backing. 
And we was Re-launch in 2019, Go-Live shifted from t ... See More",Kuwait,Kuwait City,,,
Erada,,Egypt,Giza,2014-01-01,,
ABANA Enterprises Group Co,,Egypt,,,,
Cyber Gate Defense,,Saudi Arabia,Riyadh,,,
SOM,,United Arab Emirates,Abu Dhabi,,,
WorldFish,,United Arab Emirates,Dubai,,,
WUZZUF,"With almost 20,000 open job vacancies posted a month, WUZZUF is Egypt’s #1 online employment platform. Since its launch in 2012, more than 20,000 companies and almost 1.5 million job seekers have registered on the site. 

The company excels in its matchmaking, candidate transparency, its dedicated full lifecycle recruitment support, and the largest database of job seekers & employers in Egypt all in a full-fledged employment marketplace. 

WUZZUF is a company of approx. 300 people and  ... See More",Egypt,Cairo,,,
Shatta,"Shatta.com belongs to the SHATTA for Fabrics and Curtains Group. Therefore, Shatta.com has the right to use the parent company’s trademark and is responsible for all marketing activities associated with virtually showcasing products that belong to the mother company and all its brands.

 
Our Mission
Our goal in Shatta.com is to reach every home and meet the needs of a large customer base with different tastes and interior decor preferences. 

 
Our Vision
Our vision at Shatta.com is t ... See More",Egypt,Cairo,2009-01-01,,
SAP - Germany,,Egypt,Cairo,1988-01-01,,
Dornier Group GmbH,,United Arab Emirates,Dubai,,,
"Nile Bits, LLC.",,Saudi Arabia,Riyadh,,,
Tajalla Agency,,Egypt,Cairo,,,
Intercept Technologies,,Saudi Arabia,Riyadh,,,
Nerva,Nerva is a platform based in Saudi Arabia that adopts the idea of facilitating management and financial processes and implementing ERP systems and technologies that are the roots which will help in blooming uprising business. Nerva’s brand name defines what we exist to offer which is acting as the nervous system for small and medium-sized enterprises (SMEs) customizing  plans  for different  pillars  of  the business resulting in guaranteeing efficiency. Nerva specializes in bookkeepin ... See More,Egypt,Cairo,,,
Nour Eldin Elsherif for Trading vehicles,"Since 1943, our family has been deeply involved in the automotive industry. Now, three generations later, we take great pride in our continued presence and growth as we expand our facilities for sales and aftersales services. With 80 years of experience, we are privileged to bring a wealth of expertise to the table, ensuring that we provide exceptional services and value to our esteemed customers.

As a family-owned business, we operate with unwavering passion and credibility, consiste ... See More",Egypt,Cairo,2020-01-01,,
Tokio Marine Egypt General,"History :

In October 2008, Nile General Takaful was established.

In June 2013, the company was reborn as Tokio Marine group subsidiary.

Company Vision:

To be the preferred Takaful provider in Egypt.

To provide a dynamic, competent, disciplined and ethical workforce conforming to Islamic values and providing a second-to-none service to it's customers.

To continually develop & offer innovative, relevant and high quality Takaful products which fully comply with the Principles of Sha ... See More",Egypt,Giza,,,
Mass Technology,"Mass Technology is an IT company established in 2018 specialized in Microsoft Dynamics & Oodo ERP Solutions and the other business related programs to help and assist customers to use the best practice of the software solutions that enhance and develop Companies vision. By using Mass technology easy solutions which can meet business requirements and needs. As nowadays software solutions are the best solutions to manage, organize, build customers relationships, customer’s database, cust ... See More",Egypt,Cairo,2008-01-01,,
Youxel,"Welcome To YOUXEL Mobility World!

YOUXEL.. a dynamic, fast-moving company focusing on the Mobility Industry and the Internet of Things. We have helped most of the huge enterprises with big entities in the middle east to have top-of-the-line mobility strategies and execute them. Part of executing our clients' mobility strategies is to make sure that all mobility platforms are up to high-quality standards; HPE, Microsoft, IBM, SAP, Micro Focus, and Kony are our multinational purchasers, ... See More",Egypt,Cairo,2018-01-01,,
365 Ecology,"Ecologi is a leading engineering system integrator that creates Integrated & intelligent electromechanical solutions through multidisciplinary divisions.
Introducing disruptive energy-efficient HVAC systems & solutions, Life Safety systems & solutions, smart systems, facilities services, Industrial Solutions, and modular prefabricated interior solutions from design concept, value engineering, feasibility studies, procurement, and execution to maintenance and operation for all the elect ... See More",Egypt,Cairo,2011-01-01,,
Amasi,"We develop affordable and efficient digital solutions.

When Amasi was Founded in Riyadh in 2017, we felt that the digital services market needed a change for the better. Quality, affordability, and efficiency are three terms that too often didn’t go together, and quality businesses had to sacrifice one element for another.

To solve this problem, we have brought together some of the best minds in both the technical and services development fields, streamlining our business model to of ... See More",Egypt,Giza,2015-01-01,,
Bypa-ss,"Bypa-ss is digitizing Healthcare Information Exchange in Egypt through its platform HealthTag serving more than 100,000 HealthTag holders working with physicians, pharmacies and labs for better quality care for their patients. ",Saudi Arabia,Riyadh,,,
Cilantro,"Cilantro is the fastest growing tech-enabled F&B chain in Egypt with a network of 90+ stores that operate all across the country. The company is on a mission to become the #1 F&B operator in the region, and to do this we're looking to build a team of superstar “A” players.
Cilantro, a Cairo-born brand established in 2001, has always been a first-mover and a pioneer in the local F&B market. Our aim at Cilantro is to Create Magic Moments Everyday through Outstanding Hospitality, Deliciou ... See More",Egypt,Cairo,2019-01-01,,
(MSA) October University,"MSA University is a natural extension of an extensive network of Dar El Tarbiah and has Languages Schools, founded by Dr. Nawal El Degwi since 1958 which has always been acknowledged by the British Council for its contribution establishing models of best practice in IGCSE education and generating opportunities for individuals to fulfill their potentials.

Established in 1996, MSA continues to build up on its tradition of providing the Egyptian and Middle Eastern students with the best  ... See More",Egypt,Cairo,1999-01-01,,
Deal,تطبيق ديل أول تطبيق مختص في استقبال وإدارة الطلبات العقارية ,Egypt,Cairo,1996-01-01,1000,
SevenCodeApps,"Seven Code Apps is one of the leading e-marketing, website, and mobile application design and programming companies, founded in Oct 2022.
 We bring innovative ideas and strategies to the table and create tailored campaigns for your business that engage customers through integrated digital marketing strategies. we strive to help clients succeed in reaching their goals and creating meaningful connections ",Saudi Arabia,Dammam,,,
CARITech,"CARITech provides banking sector expertise, specialized software development, regional familiarity, and performance optimization for digital transformation solutions, backed by dedicated customer service and seamless end-user experience. 

Coupling our insight into financial operations with a finely tuned understanding of businesses' main challenges, CARITech applies its knowledge of the latest and best practices in the field. We commit to the highest levels of professionalism and expe ... See More",Egypt,Cairo,,,
Smart Glass Company,"SMARTGLASS
“THE NEW REVOLUTION IN GLASS PROCESSING”
 
Our purpose built factory is based to the south of Cairo in the wonderful and historically important setting of El Fayoum covering 40,000 square metres.  Here we have the latest and most advanced glass processing equipment from the world’s leading manufacturers.
Smartglass is run by an experienced international management team of glass professionals, which results in high quality products conforming to European and American standard ... See More",Egypt,Giza,2020-01-01,,
BBI-Consultancy,"BBI is a global ICT consultancy firm offering innovative technology solutions focusing on data driven digital transformation for enterprise businesses across various industries. 

From digital strategies to enterprise application services and RPA to big data management and advanced analytics, we’ve worked with our clients to survive today’s business disruptions by providing them data driven digital transformation solutions that really make the change happen. 

BBI partners with major t ... See More",Egypt,Fayoum,2009-01-01,,
IKEN Technology,IKEN Tehnology is a software company that creates mobile applications and websites to help clients simplify their work. Aims to help people to connect together using software technology.  ,Egypt,,2009-01-01,,
Ofoq Consulting,"Ofoq Consulting is an enterprise solution provider (A Microsoft Dynamics Gold Partner) mainly specialized in implementing Microsoft Dynamics 365 business solutions as its core professional service. Ofoq Consulting's  management team consists of ERP professional consultants with record experience of 20+ years in the business solutions. 

Ofoq Consulting targets the Saudi Arabian market with a potential to extend its expertise to serve other gulf countries such as UAE, focusing on Commer ... See More",Egypt,Cairo,,,
Kiromarble for marble and granite,Ava Mina Group is a leading Real Estate Development & Construction company in MENA region. AvaMina Group was founded in 1994 by Ashraf Awad & Ihab Awad. Started their journey from Egypt as their main goal is to develop projects that provides its residents and users with the highest quality environment possible; an environment that will make them experience life at its best. ,Egypt,Giza,2015-01-01,,
Golden Gates,"Incube as a subsidiary of GoldenGates, a dynamic venture studio, specializes in cultivating and supporting multiple startup ventures within the technology industry. We are dedicated to fostering a community of visionary entrepreneurs and innovators. With a significant presence in both Europe and the Middle East, we boast extensive market exposure and a keen understanding of customer needs. ",Egypt,Cairo,,,
Techjays,,Egypt,Giza,2017-01-01,,
YELO,"Founded in 2000, Yelo Rent a car (Al Wefaq ) is a regionally recognized brand with more than 60 branches inside cities and airports of the kingdom of Saudi Arabia, United Arab Emirates, Republic of Egypt, and Hashemite Kingdom of Jordan. And 4 main workshops in the kingdom of Saudi Arabia. 

Through tremendous leadership and the entrepreneurial spirit of our employees, we have built one of the largest brand in the GCC, known for exceptional competitive rates and outstanding customer se ... See More",India,,,,
Klik,,Egypt,Cairo,2000-01-01,1000,
MMC,,Singapore,,,,
sios,,Saudi Arabia,,,,
Yassien & Partners Law Firm,"Yassien & Partners law firm is one of the leading law firms in Egypt,

The firm has been announced to be established in late 2007 to provide our client with the best legal services in very competitive fees and make sure to protect the best interests of our clients and make sure that deals or disputes are being handled by a qualified and professional lawyers and legal experts..

Over the years we have advised, and continue to support, governmental, governmental-owned entities, local, re ... See More",Egypt,,,,
Deutschland Technology Limited,"Deutschland Technology is one of the top experienced multinational companies in the Middle Eastern and North African region. Deutschland Technology is the sole distributor of Marioff Oy, Securiton AG, EmiControls and several other international manufacturers. With more than 20 years of experience in the electromechanical field, Deutschland Technology has designed and executed more than 300 mega projects all over the region. Headquartered in Cairo, Deutschland Technology has more than 1 ... See More",Egypt,Giza,2007-01-01,,
Spatium Software,"Spatium Software specializes in developing cutting-edge software solutions, offering a range of services including custom application development, mobile app creation, and software consulting to cater to the unique needs of businesses across various industries. ",Egypt,Cairo,2004-01-01,,
Safa International Travel,"Our Goal

* To be the first choice in addressing the travel needs of individuals.
* To render services quickly and efficiently so that clients are inspired by theProvision of timeous service.
* To provide packages that are cost effective and tailor-made to suit the needs of the broad spectrum of travelers throughout World.
* We are under processing in our online system and mobile application for booking Hotel, Tours, Flights and Hajj & Umrah packages. ",Egypt,Assiut,2021-01-01,,
MCV,"	
MCV Manufacturing Commercial Vehicles is aiming to be identified among the top bus manufactures in the world and the supplier of choice of commercial vehicles, creating new international benchmarks in this sophisticated and highly refined global industry, exceeding expectations of quality, safety and excellence in performance

 




 ",Egypt,Giza,,,
Eg Insurtech,"EG Insurtech is an Egyptian company with global experience over more than fifteen years, EG Insurtech is a subsidiary from major entities, including Fawry and Softec Technologies and others to provide innovative solutions & services for the insurance industry. EG Insurtech is a solution provider for the insurance sector to help them achieve compelling digital transformation and through providing operation teams on the ground, handling the entire cycle and making us the one stop shop co ... See More",Egypt,,,1000,
Crevisoft Corporation,Crevisoft is a specialized company in providing websites’ services and technical solutions for large and medium-sized companies efficiently through specialized professional staff in the IT field. Our first priority is to satisfy and increase your expectations by keeping our promises. ,Egypt,Cairo,2008-01-01,,
Sulfah,Sulfah is a Fintech company in Saudi Arabia. ,Egypt,Cairo,,,
Egypt Bakery Stores,"Over 20 years, EBS has grown to become the exclusive importer & distributor of over 10 world-renowned brands. Our portfolio extends to include more than 350 SKUs in diversified product ranges as bakeries, chocolates, ice cream, chocolate decoration & spreads. In addition, we have our home-grown brand of bakeries GRACE which includes more than 200 SKUs. Amongst competitors of the same segment, Egypt Bakery Stores is the only company specialized in Bakery and Pastry ingredients. We posit ... See More",Egypt,,2018-01-01,,
Target Integrated Systems,"Information Technology has become an essential and fundamental part of every business plan. IT plays a role, from multi-national corporations that maintain mainframe systems and databases to small businesses that own a single computer.
From this concept, TARGET Integrated Systems was established with the primary goal of delivering workable and supportable solutions that meet the needs of the business.
Through the years, TARGET Integrated Systems have grown by working with customers to  ... See More",Egypt,,,,
Enegix,"Enegix specializes in offering a broad spectrum of digital services, aimed at helping businesses establish a strong online presence and achieve their digital marketing goals. The company's suite of services includes [web design - web development - SEO - graphic design - digital marketing].

We are committed to delivering high-quality digital solutions that empower businesses to thrive in the digital age. The company focuses on innovation, excellence, and customer satisfaction, aiming t ... See More",Egypt,Cairo,2013-01-01,,
Alstom,"At Alstom, we understand transport networks and what moves people. From high-speed trains, metros, monorails, and trams, to turnkey systems, services, infrastructure, signaling and digital mobility, we offer our diverse customers the broadest portfolio in the industry. Every day, 80,000 colleagues lead the way to greener and smarter mobility worldwide, connecting cities as we reduce carbon and replace cars. ",Egypt,Alexandria,2019-01-01,,
RUSHBRUSH INC,"Rush Brush INC.® is an Egyptian Shareholding Company established in 2016, headquartered in Alexandria, Egypt.
Rush Brush INC.® is the owner of the US trademarks Rush Brush® and Hapilin®.
Rush Brush INC.® presents hair-styling products and Hapilin® presents health and beauty appliances.
Rush Brush INC.® has been booming since it began and is still expanding in terms of products, brands and markets.
Our Websites: 
Rush Brush® : https://www.rushbrush.com/
Hapilin®: https://www.hapilin.com ... See More",Egypt,Cairo,,,
Procoor,"Procoor is an Engineering  Company Specialized in the field of Engineering Systems and Solution, project management, software and robotics. ",Egypt,Alexandria,2016-01-01,,
NCR,"NCR Corporation (NYSE: NCR) is a leader in banking and commerce solutions, powering incredible experiences that make life easier. With its software, hardware, and portfolio of services, NCR enables transactions across financial, retail, hospitality, travel, telecom and technology industries. NCR is headquartered in Atlanta, Ga., with 34,000 employees and does business in 180 countries. NCR is a trademark of NCR Corporation in the United States and other countries. ",Egypt,,2010-01-01,,
Promech Engineering,"PROMECH  provide engineering solutions (software & hardware) for product development & manufacturing in the Middle East region with the latest affordable technologies worldwide,  to meet customers requirements of complete integrated solutions that increase business value and profitability. Ant, to help in knowledge transfer and people development in the region through well-trained staff and technical support expertise.

 ",Egypt,Cairo,,,
Forasna,"Forasna.com ""owned by BasharSoft the creator Of WUZZUF"", is Egypt’s first and most reliable online platform (Website) that connects highly educated people looking for jobs in Arabic as well as low, medium or no education workers, technicians, drivers,…etc. with their needed employers.

We provide a database of 1 Million + job seekers visiting each month. We are currently serving different segments of employers from Egypt’s top multinationals, SMEs, and startups. ",Egypt,Cairo,,,
Nile Projects & Trading,"Nile Projects is a major player in Egypt’s  automotive market , being the nations’ Sole Distributor & importer for Bridgestone & Firestone tires as well as JAMAK wheels in addition to multi brand batteries & accessories privileges the company as the  largest Tires & accessories distributor in Egypt & one of the major players in the MENA region. ",Egypt,Cairo,,,
InitRes,,Egypt,Cairo,,1000,
Seoudi Supermarket,United Grocers - SEOUDI Supermarket was founded in 1938. It started as a family owned grocery store and evolved to be one of the biggest supermarket chains in Egypt. ,Egypt,Cairo,,,
Ethos International School,"The philosophy of character education at Ethos International School is to incorporate the achievement side of character along with the moral and ethical side. Through developing students both “performance traits,” those that support strong performance, and “moral traits,” those that support strong, honest, and healthy relationships. Through this approach, our students develop a remarkable balance between mind and heart. We aspire to develop ethical citizens committed to building a just ... See More",Egypt,Giza,1938-01-01,1000,
Nugttah,"Saudi Startup launched in 2019 to offer digital services to Food & Beverage industry. Services includes, digital menu, loyalty program, online orders, apple wallet, marketing campaigns, data analysis and more. ",Egypt,Giza,2015-01-01,,
Kode Clubs - Hassan Allam Sports Clubs,"KODE is a multi-disciplinary  sports club, envisioned to become an integral part of our members’ lives, by  offering a vast array of sports and  social facilities which serve all tastes and ages.

Our mission is “to bring out the best in people through the power of sports and community”

Our aim is not just to build a sporting club, but rather, to nurture a community of well rounded athletes, redefining tomorrow’s champions. We run a value-based operation in which virtues and moral pri ... See More",Saudi Arabia,Riyadh,,,
Glamera,"Glamera, is the first mobile application, to book an appointment for health and beauty services, from more than 110 places in Egypt.

Glamera, is a mobile application gives a great experience for women in Egypt and Arab Gulf, to discover salons, cosmetic clinics, gyms and spas.

Glamera, enable you to book beauty services 24/7, with a mission to
simplify finding the beauty salons, spas and gyms easier now. Glamera has more than 2000 vendor at wide geographical scope and search based on ... See More",Egypt,Cairo,,,
Tech 101,,Egypt,Cairo,,,
iNetwork Solutions,,Romania,,,,
alfanar,"alfanar is a privately owned company
• Total turnover 3 B$
• Headcount 20,000+ employees
• Significant growth: +20 % on average since 2009
• Profitable company
• Quality is our competitive advantage
• People are no. 1 asset ",Egypt,,,,
Town Team,"TOWN TEAM was founded in 1998. TOWN TEAM is one of most popular men’s fashion brands in EGYPT specialized in casual wear and is constantly growing and spreading nationwide across the EGYPT located in the most Central high-end locations, malls, street retail. ",Egypt,Cairo,1976-01-01,1000,
Signature Technology DMCC,"Signature Technology is an innovation-based, technology-backed company. We research, launch and grow cutting edge business projects in the Middle East and worldwide. We cover the entire business process in-house – research, software development, marketing, management, logistics, customer service and data analysis. The backbone of our projects is a set of state-of-the-art technology platforms combined with advanced project management, and driven by a highly-skilled and motivated team pr ... See More",Egypt,Gharbia,,1000,
Mercury Visual Solutions,,United Arab Emirates,Dubai,,,
"The Micro, Small & Medium Enterprise Development Agency","MSMEDA was established by Prime  Minister s Decree N° 947 of 2017 as amended by Decree N°2370 of 2018 MSMEDA replaced the Social Fund for Development which was established in 1991 and which had to its credit 25 years of accumulated experience & expertise in various fields of development .,

MSMEDA is the national entity responsible for the development of MSMEs and entrepreneurship in the Arab Republic of Egypt providing financial and non-financial services and coordinating the efforts  ... See More",Egypt,,,,
TechAdemics,"Techademics has long recognized the Importance of STEM education. We believe that STEM curriculum is not only important for young person’s education development, but also to the future of education & industries in the middle east.

Our Aim by STEM learning is not only to produce tomorrow’s designers and engineers; but also develop innovative mindsets and the ability to problem-solve, ensuring that our students become creators of technology, not just passive consumers.

 ",Egypt,Giza,1991-01-01,1000,
Upwyde,,Egypt,Cairo,,,
Premier Services and Recruitment Overseas,"1990 Ahmed Shaheen established (Manpower License No. 1) as a Limited Liability Company (LLC) serving local work force needs. Soon after, Premier Recruitment (Manpower License No. 78) came to operation to cater for almost the entire Gulf and Overseas Market. Premier Recruitment has not only found its niche in the Middle East, but also extended to Europe and the USA.
Nurturing his Business Scope, in October 1998, Ahmed Shaheen became the sole Agent of Egypt Express (FedEx Egypt), which g ... See More",Egypt,,,,
Queen Tech Solutions,"Since 2006, QTS has serviced over 300+ customers worldwide and continues to grow by improving our quality and customer service. QTS's goal is to become the world's most reliable web service provider.

As a premier web company, we ensure that customer care is our number one priority. We listen to our customers and strive to build strong relationships with them to grow our businesses together. 

QTS is committed to providing innovative and effective web services that meet the ever changi ... See More",Egypt,Cairo,,,
Advanced Solutions,"Advanced Solutions for Information System (ASIS) was founded in 2001 becoming one of the pioneer companies in providing powerful and highly integrated business solutions for clients seeking to automate their business process. We are also one of the leading software houses specialized in developing information systems and consultation services related to information technology and computer sciences.

Our unquenchable passion for quality has led us to getting prestigious clients  ... See More",Egypt,Cairo,2006-01-01,,
engineering tracks,"Engineering Tracks is an Egyptian-Saudi training academy which aims to develop the academic side of the engineers in their various fields. Our Academy is specialized in training and engineering consultancy that we prepare the engineer in various fields professionally by modern technology. We use E-learning system in training and online courses through Cisco WEBX system, in order to bridge the gap between the academic field and the working markets. Also we develop the engineers in the a ... See More",Egypt,Cairo,2001-01-01,,
PSH,"شركة متخصصة في تقديم خدمات استشارية وحلول رقمية لمختلف الجهات من خلال مقرها الرئيسي بالمملكة العربية السعودية. قامت الشركة بتنفيذ عديد من المشاريع بنجاح وكفاءة في مجالات البنية المؤسسية وحوكمة تقنية المعلومات والتخطيط للتحول الرقمي والإدارة الاستراتيجية وإدارة مكاتب إدارة المشاريع وإدارة مكاتب البيانات وتطوير النظم

شركة متخصصة في تقديم خدمات استشارية وحلول رقمية لمختلف الجهات من خلال مقرها الرئيسي بالمملكة العربية السعودية. قامت الشركة بتنفيذ عديد من المشاريع بنجاح وكفاءة في مجالات ال ... See More",Egypt,Cairo,,,
Techno Management,"Techno Management is a regional leader in providing End-to-End management solution services that form the building blocks of the different Enterprise Management Solutions in the area of Project Management, Human Resources and Organizational Development.
We work closely with our customers to increase the organization’s readiness level to achieve the required performance and maintain a competitive edge to succeed in their business. ",Egypt,Cairo,1999-01-01,,
Orient,"Orient was founded in 1946 to become one of the entrepreneur companies in the field of paints industry of all kinds.
Orient is proud that’s its productions are of Egyptian manufacturing with high technology. The company holds a quality certificate. The greatness of Orient company comes from the word “ orient “ itself where the first letter – in Arabic- stands for (Originality) and the last letter stands for (History); and between the originality and history experience and expertise eru ... See More",Egypt,Cairo,,,
Vzadi.com,"Vzadi Information Technology Services Company (LLC) was established in 2023 with a commercial registration number 32064 and a tax registration number 755 - 375 - 408 to begin working strongly in the field of information technology services, which is an extension of the successful launch in 2017 through Log Apps and Since 2017, we have always strived for permanent and continuous development in various aspects of information technology services to provide the best services to our valued  ... See More",Egypt,Cairo,1946-01-01,,
Bright Vision,"A leading company in the virtual and augmented worlds industry, providing technical and effective solutions to its customers in various fields, which are efficient and professional in the work output. ",Egypt,Giza,2023-01-01,,
El Teriak Industrial Group,"Teriak Group was established in 1975, specialized in automotive and Bus Air conditioning and has steadily expanded to include six manufacturing plants located in 6th of October City, Cairo, Egypt, with a labor force of over 1000 employees. Our OEM customer lists include General Motors, Hyundai, Samsung, BMW, Toyota, Yutong, LG, Nissan and many others. 

Our group is also specialized in residential and commercial air condition, we have several license agreements with many European, Kore ... See More",Egypt,Giza,2018-01-01,,
iono tech,,Egypt,Cairo,1980-01-01,1000,
Zamil Steel Buildings Co,"Zamil Steel Pre-Engineered Buildings Co. Ltd. established in 1977 in Dammam, Saudi Arabia, specializes in the design, manufacture and supply of pre-engineered steel buildings. Since its inception, Zamil Steel has supplied more than 65,000 buildings to over 90 countries worldwide, through a dedicated network of 61 direct Sales Offices in 37 countries and 39 Certified Builders in 19 countries. ",Egypt,,,,
Spark Systems,"Spark Systems is multinational company based in Egypt established in 2008 specializes in Web Design & development, Web-Based Applications, Mobile Solutions, Digital Marketing and Branding Services Spark systems strengths lie in delivering high quality creative designs that meet client requirements and go beyond customer expectations, time and again.

Spark Systems provided custom solutions for a various range of industries, including IT, Hospitals, Design Firms, Manufacturing, Telecomm ... See More",Egypt,Giza,,,
Nadco Kitchen club co,"Nadco has been making kitchens since 1993 and never stopped looking for innovative and advanced ways to improve the kitchen environment that make it more of a pleasure to live with. Every Nadco kitchen can truly be called a masterpiece, from its unique and distinctive design to the quality of workmanship that goes into every cabinet. Nadco has been in style and on trend since it began in 1993. With a vision and design approach unlike any other kitchen design company, we’re leading the  ... See More",Egypt,Giza,2008-01-01,,
LoadServ,"LoadServ is a revolutionary all in one agency that ideally serves you even through the highest of business loads.

We offer our effective solutions that support your entire business lifecycle. We focus on delivering innovative solutions for your business with unmatched integration.

What we do best is deliver outstanding solutions! Often, we don’t limit our focus on a single aspect of a problem. Our teams want to solve the fundamental question: How can I increase my sales? We are const ... See More",Saudi Arabia,Riyadh,1993-01-01,,
Afaqy,"Afaqy Grants you the ability to control your vehicles, fleet and manage your business with more security and efficiency, Due to our experience a stolen vehicle recovery rate of over 95% and continuous investment in research and development, we are committed to making sure your vehicle or fleet is Always Visible.

AFAQY has a strong R&D team with high end technology as the backbone, and that is the reason why we can design and create the innovative products complied with the market tren ... See More",Egypt,Cairo,2009-01-01,,
Sequel Solutions,"Sequel Solutions is a UK founded outsourcing company with new offices in Cairo in 2018. We are looking for the best talent Egypt has to offer to service our European and North American clients. 

The industries we serve include health, travel, real estate, e-commerce and more. 

Join the best minds at Sequel Solutions from London, UK to Cairo, Egypt! ",Egypt,Cairo,2005-01-01,,
2oolAmeme,"2ool Ameme is Egypt's hottest up-and-coming gaming startup revolutionizing Egypt's board/card game industry with original IP games that are tailored to fit our Egyptian culture. The first game came to life at the beginning of the pandemic with the goal to entertain people during lockdown. The game quickly became a national bestseller, selling thousands of games online, and later expanding to retail stores. 2oolameme currently is the household name for Egyptian gaming, becoming the go-t ... See More",Egypt,Cairo,2017-01-01,,
Mc Ledger,"McLedger is a multi-sided platform designed to assist small and medium-sized enterprises in managing their daily accounting needs, from daily bookkeeping to detailed financial reports, At McLedger you will work in a growing Fintech company built upon committed and empowered colleagues who come to work knowing they are making a difference. We work every day within our single platform and embedded digital innovation to help our customers to grow and succeed. We take pride in ensuring tha ... See More",Egypt,Cairo,2020-01-01,,
Ibn Sina Pharma,"Established in 2001, Ibnsina Pharma Group has become Egypt’s fastest-growing and second largest pharmaceutical distribution company. The Company distributes a competitive portfolio of pharmaceutical products from over 350 Egyptian and multinational pharmaceutical companies to more than 45,000 customers including pharmacies, hospitals, retail outlets and wholesalers. Its fleet of around 850 vehicles completes an average of over 460,000 deliveries each month.

Ibnsina Pharma’s core servi ... See More",Egypt,Giza,2018-01-01,,
Dubai Egypt Sweden,"As a growing company in the middle east and north Africa, we take pride in offering the best services for companies and investors whom wish to start their own businesses in Sweden. Our previous experience in Egypt and the U.A.E has improved our stature and position in the industry, as it has given us excessive knowledge and skills to serve our clients in a most efficient matter.

Apart from establishing companies and consulting clients, we also have a variety of villas, lands, and even ... See More",Egypt,Cairo,2001-01-01,1000,
TA telecom,"TA Telecom is an award-winning company that provides services benefiting more than 36 million users in the MEA mobile market. We generate more than 1.5 billion push alerts annually and process more than 1.4 billion charging transactions on our mobile content platforms. Our analytic tools and mobile products/services benefit mobile operators, businesses, NGOs, and end-users.

Our digital architects build:
Analytic tools that yield accurate data-driven insights for growing revenues and o ... See More",Egypt,Cairo,,,
